UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL,Language
"Ram Ahluwalia, Lumida",@ramahluwalia,2023-10-01T23:50:21.000Z,"Ram Ahluwalia, Lumida
@ramahluwalia
Â·
Oct 1","Why is Bitcoin and ETH up?

One word: Seasonality. 

September is one of the worst months for Bitcoin. 

Folks went long again. 

Crypto, once again, has bottomed ahead of equity markets.",,4,11,43,['https://pbs.twimg.com/profile_images/1653824742502047755/YES_TP69_mini.jpg'],https://twitter.com/ramahluwalia/status/1708630460052517311,en
Gokhshtein,@gokhshtein,2023-10-01T22:57:06.000Z,"Gokhshtein
@gokhshtein
Â·
Oct 1","NEWS ALERT: Gokhshtein's Perspective on Bitcoin ETFs

David Gokhshtein, a respected voice in the crypto community, recently weighed in on the debate surrounding Bitcoin ETFs. He's of the view that Bitcoin doesn't hinge on a spot ETF to drive market growth. ""We've reachedâ€¦
Show more",ğŸš¨,14,7,29,[],https://twitter.com/gokhshtein/status/1708617058764607880,en
On-Chain College,@OnChainCollege,2023-10-01T22:50:26.000Z,"On-Chain College
@OnChainCollege
Â·
Oct 1","The Bitcoin Short-Term Holder Cost Basis is at ~$27.8k. 

This is the level Iâ€™ve been watching closely for months. 

Currently, Bitcoin is over this level for the first time since August 16th. 

Iâ€™ll be watching to see if price can turn this resistance level into support.",,10,9,47,[],https://twitter.com/OnChainCollege/status/1708615382410408349,en
David Bailey redeemGBTC.com,@DavidFBailey,2023-10-01T22:58:13.000Z,"David Bailey redeemGBTC.com
@DavidFBailey
Â·
Oct 1","When people get back into office first week of January the halving will be front and center and ETF green light will be imminent. Q1 Bitcoin hits $45k. Itâ€™ll be go time.

The Halving is our Spring Equinox. Itâ€™s time to till the field and plant seeds. Trust in the cycle.",,3,2,29,[],https://twitter.com/DavidFBailey/status/1708617343754981763,en
Shan Belew,@MASTERBTCLTC,2023-10-02T23:23:23.000Z,"Shan Belew
@MASTERBTCLTC
Â·
Oct 2","Litecoin does everything Bitcoin does, plus litecoin has 100% uptime, more precise block times, 4x faster blocks & it had a fairer launch. 

Also miners earn two top networks.",â“‚ ğŸ•¸,16,23,97,"['https://pbs.twimg.com/ext_tw_video_thumb/1708712667740028928/pu/img/dFeXd3mTrVd7QcBX.jpg', 'https://pbs.twimg.com/profile_images/1708869944627359744/M-P82pFk_bigger.jpg']",https://twitter.com/MASTERBTCLTC/status/1708986064868684031,en
PROFIT BLUE,@profit8lue,2023-10-02T23:36:36.000Z,"PROFIT BLUE
@profit8lue
Â·
Oct 2",The new #Bitcoin monthly candlestick is already way too interesting and it's only been a day since open.,,50,35,378,['https://pbs.twimg.com/media/F7eMYbzbsAAXfmB?format=jpg&name=small'],https://twitter.com/profit8lue/status/1708989390448693419,en
The BitcoinEnergy Standard,@romoolo,2023-10-02T22:46:53.000Z,"The BitcoinEnergy Standard
@romoolo
Â·
Oct 2",Once you learn #Bitcoin you canâ€™t unseen it,âš¡,13,17,120,[],https://twitter.com/romoolo/status/1708976876184842332,en
frog,@frog49707142,2023-10-02T23:34:50.000Z,"frog
@frog49707142
Â·
Oct 2","In my thumble opinion  ticker bitcoin will outperform the memecoin market in the mid and long term for the foreseeable future
#HarryPotterObamaSonic10lnu",,2,6,23,['https://pbs.twimg.com/media/F7eMYw1aUAAp9tH?format=jpg&name=small'],https://twitter.com/frog49707142/status/1708988943663030309,en
Î›â‚¿,@artonbitcoin,2023-10-02T23:47:49.000Z,"Î›â‚¿
@artonbitcoin
Â·
Oct 2","If Craig had already signed for you, why were you begging/bashing him to sign in ur email?

So were you lying in these tweets? Please answer 
@CalvinAyre
 

#BSV #BitcoinSV #Bitcoin #Faketoshi 
@RealCoinGeek
 @kurtwuckertjr
 @Dr_CSWright
 @InvestWithDiego
 @TurkeyChop
 @agerhanssen
  https://twitter.com/CalvinAyre/status/1645035247480844288â€¦",â˜¯,10,5,22,"['https://pbs.twimg.com/media/F7ePW7ja0AA0Fpl?format=jpg&name=small', 'https://pbs.twimg.com/media/F7ePXIfbQAA3yy6?format=jpg&name=small']",https://twitter.com/artonbitcoin/status/1708992213202731509,en
Robin Seyr,@RobinSeyr,2023-10-02T22:18:01.000Z,"Robin Seyr
@RobinSeyr
Â·
Oct 2","Mentally prepare yourself for a 500k #BTC price. Not that far away....

â‡’ People around you will change!
â‡’ You will have a lot more purchasing power (and therefore real power) use it wisely

Most Important: 
#Bitcoin still doesn't care about you at all!",,11,43,147,['https://pbs.twimg.com/media/F7d6zjhXEAAw2y1?format=jpg&name=small'],https://twitter.com/RobinSeyr/status/1708969612874821687,en
"Jim, Sğ¤Ši â‚¿um",@Cryptographur,2023-10-02T22:29:09.000Z,"Jim, Sğ¤Ši â‚¿um
@Cryptographur
Â·
Oct 2","Just going to say it, for the record, that the #BTC bottom HAS happened like this before.

Pumps above the the 20 week SMA (red), then falls, tests and holds the 21 week EMA (green).

If #Bitcoin can hold $27,200â€¦ bullish, very bullish.",â›·,4,6,51,['https://pbs.twimg.com/media/F7d9WfAX0AASvMN?format=jpg&name=900x900'],https://twitter.com/Cryptographur/status/1708972413214416935,en
Nikita Zhavoronkov,@nikzh,2023-10-02T23:59:48.000Z,"Nikita Zhavoronkov
@nikzh
Â·
Oct 2",Today's quiz: what disk size is enough to run a full Bitcoin node in 2023?,,12,5,16,[],https://twitter.com/nikzh/status/1708995226201727411,en
Knut Svanholm âˆ/21M,@knutsvanholm,2023-10-02T23:06:43.000Z,"Knut Svanholm âˆ/21M
@knutsvanholm
Â·
Oct 2",#Bitcoin is Peace,,4,2,18,['https://pbs.twimg.com/profile_images/1590851118124367872/9pYTygRn_mini.jpg'],https://twitter.com/knutsvanholm/status/1708981868878594344,en
Psychedelic El â‚¿arto,@PsychedelicBart,2023-10-02T23:28:29.000Z,"Psychedelic El â‚¿arto
@PsychedelicBart
Â·
Oct 2",Name the rudest account on Bitcoin Twitter...,,25,3,30,[],https://twitter.com/PsychedelicBart/status/1708987347767906740,en
Neil Jacobs,@NeilJacobs,2023-10-02T23:11:35.000Z,"Neil Jacobs
@NeilJacobs
Â·
Oct 2","On my way to Pacific Bitcoin! 

FL  CA

AMA

#bitcoin",âœˆ,31,15,73,[],https://twitter.com/NeilJacobs/status/1708983092373770602,en
plastic,@plasticaverns,2023-10-02T22:31:18.000Z,"plastic
@plasticaverns
Â·
Oct 2","I really want another sproto but I don't want to sell any $bitcoin

This one's rad

Might put in some bids on a few chillers out there. If only I can find a way to sell.

#sprotogremlins",,4,7,39,['https://pbs.twimg.com/media/F7d9km5WcAAHgnN?format=jpg&name=small'],https://twitter.com/plasticaverns/status/1708972954451632539,en
KorbenDallasMultipass,@KDM_21mil,2023-10-02T22:32:56.000Z,"KorbenDallasMultipass
@KDM_21mil
Â·
Oct 2","Cash will not last, we have to make a decision:
a) Open source sound money or
b) controlled closed source money
#CBDCs #Bitcoin #BitcoinCash",ğŸ— ğŸ’š,,4,16,['https://pbs.twimg.com/media/F7d91ByXkAAEdO-?format=jpg&name=900x900'],https://twitter.com/KDM_21mil/status/1708973367708000408,en
CryptoBusy,@CryptoBusy,2023-10-02T23:01:00.000Z,"CryptoBusy
@CryptoBusy
Â·
Oct 2","The shocking truth is, everything below the $32,000 level is a market driven price action for #Bitcoin 

The real deal is that if $BTC breaks above 32K, it will shock everyone! Who knows, this cup and handle could be activated and send us to $38K!",,37,33,77,['https://pbs.twimg.com/media/F7dBVPoXEAAHZLp?format=jpg&name=small'],https://twitter.com/CryptoBusy/status/1708980429280125160,en
Dtrain22,@dtrain22k,2023-10-02T22:45:22.000Z,"Dtrain22
@dtrain22k
Â·
Oct 2","I earned a Sprotomon today. His name is Hypsprot. He will travel around the world spreading the gospel of Sproto Gremlins and the peoples bitcoin and vanquish all foes. 

And when youâ€™re staring at your now worthless portfolio of coins, I want you to remember his smug face.",ğŸ’© ğŸª„ ğŸ¦” ğŸ”Ÿ ğŸ•,7,12,69,['https://pbs.twimg.com/media/F7eBEHXXkAAW5BB?format=jpg&name=small'],https://twitter.com/dtrain22k/status/1708976494381310071,en
Richard â€œDickâ€ Whitman (/21M),@GhostofWhitman,2023-10-02T22:01:47.000Z,"Richard â€œDickâ€ Whitman (/21M)
@GhostofWhitman
Â·
Oct 2",Bitcoin is the only â€œcryptoâ€ that wasnâ€™t designed to extract your wealth.,ğŸŒ,10,5,49,[],https://twitter.com/GhostofWhitman/status/1708965526456730065,en
BTC Bitcoin,@BTC_Bitco,2023-10-02T23:21:12.000Z,"BTC Bitcoin
@BTC_Bitco
Â·
Oct 2","Bitcoin (BTC)

As the original cryptocurrency, bitcoin remains the most popular and adopted digital currency

 #Zaporizhzhia #PiNetwork #CoreDAO #CORE #BTCâ€¯â€¯â€¯ #BTCUSDT #storm #UkraineRussiaWar
#ãƒ©ã‚°ãƒ“ãƒ¼æ—¥æœ¬ä»£è¡¨  #LISAxCRAZYHORSE  #verydarkman #bbtvi  
#Ù‡Ù†ØºØ±Ø¯_ÙÙŠ_Ø¹Ø´Ù‚_Ù…ØµØ±",,1,,4,[],https://twitter.com/BTC_Bitco/status/1708985514353995912,en
Max Keiser,@maxkeiser,2023-10-02T22:44:46.000Z,"Max Keiser
@maxkeiser
Â·
Oct 2","Haha!!! 

The 1981 â€˜10 yr bond highâ€™ (of 16%) discussed on CNBC today in context of recent rate moves. 

You heard it here first, folks. 

PLUS, $USD moves way higher. 

PLUS, Gold moves LOWER (like it did in the â€˜80â€™s, sorry Frank & Daniella).
Show more",,55,132,674,['https://pbs.twimg.com/profile_images/1699959819510091776/mPAXuBSB_mini.jpg'],https://twitter.com/maxkeiser/status/1708976343956767178,en
ThrowingStones,@throwingstones7,2023-10-02T23:09:46.000Z,"ThrowingStones
@throwingstones7
Â·
Oct 2","Ian Freeman and Ross Ulbricht are political prisoners. 

#freeross #freeIan 
The free market isn't a crime. #Bitcoin",,,2,16,[],https://twitter.com/throwingstones7/status/1708982637430268319,en
Shizzy - ORDINAL REVOLUTION PODCAST,@OrdRevolution,2023-10-02T22:27:57.000Z,"Shizzy - ORDINAL REVOLUTION PODCAST
@OrdRevolution
Â·
Oct 2","Just got another 
@Sir_Gadfly
 print! my collection is growing. #artonbitcoin #bitcoin #Ordinals",,2,4,14,"['https://pbs.twimg.com/profile_images/1709267822592077824/2wj2hGNP_mini.jpg', 'https://pbs.twimg.com/tweet_video_thumb/F7d4UghbMAA8IRE.jpg']",https://twitter.com/OrdRevolution/status/1708972111434322124,en
yourfriendSOMMI,@yourfriendSOMMI,2023-10-02T23:31:06.000Z,"yourfriendSOMMI
@yourfriendSOMMI
Â·
Oct 2","If you believe in ""Occam's Razor"" theory then you believe:

The SEC is just doing an honest person's job by allowing Bitcoin Futures ETF, and rejecting Spot ETF by accident

 The IMF have never seen the Money Supply Chart so they're unaware Printing causes inflation",â¤ ğŸ’› ğŸ’š ğŸ’™ â¤ ğŸ’› ğŸ’š ğŸ’™ ğŸ”¸ ğŸ”¸,5,,67,['https://pbs.twimg.com/media/F7eLhsOakAA_6M4?format=jpg&name=small'],https://twitter.com/yourfriendSOMMI/status/1708988003996275164,en
Vikingo,@Vikingobitcoin9,2023-10-02T23:21:01.000Z,"Vikingo
@Vikingobitcoin9
Â·
Oct 2","Sooo I was at a bar and met a guy. Long story short,  I got invited to a human rights and diplomacy seminar by a director of a big university hereâ€¦. I didnâ€™t have this in my bingo card wowâ€¦ #bitcoin really is everything. Rather itâ€™s fu king money. Disgusting.",,3,,15,[],https://twitter.com/Vikingobitcoin9/status/1708985469336211792,en
A.A Is OK,@teach_n_travel,2023-10-02T22:49:38.000Z,"A.A Is OK
@teach_n_travel
Â·
Oct 2","Opens up Twitterâ€¦ 

Blocks 2 conspiracy theorists about forced depopulation, 3 bitcoin â€œBut Trudeauâ€ and 2 â€œwe shut down the world over a coldâ€ accountsâ€¦ 

Approximately 3 minutes of Twitter. 

Closing Twitter for the eveningâ€¦ may you have a good night!",,2,,38,[],https://twitter.com/teach_n_travel/status/1708977568911913179,en
Tim Warren,@Tims_TA,2023-10-02T23:59:58.000Z,"Tim Warren
@Tims_TA
Â·
Oct 2","Gonna be a long week. Like I told you, #bitcoin crossed the 200 week SMA, but all that matters is closing above it! Itâ€™s not over, but bulls not in full control yet either",,5,3,28,[],https://twitter.com/Tims_TA/status/1708995270552195202,en
Urkel,@SteveUrkelDude,2023-10-02T22:47:00.000Z,"Urkel
@SteveUrkelDude
Â·
Oct 2","Man that was a weird day, but $SPY & $QQQ and numerous stocks held where they needed to and bounced. #Bitcoin messed around and miners faded all day. 
Going to the drawing board for tomorrow, lots of opportunities still - but conditions less than desirable it seems..",,3,1,13,['https://pbs.twimg.com/profile_images/1653312890756055040/zgNUIMtZ_bigger.jpg'],https://twitter.com/SteveUrkelDude/status/1708976907444961448,en
Jesse Myers The Bitcoin Simplifier,@Croesus_BTC,2023-10-02T22:35:26.000Z,"Jesse Myers The Bitcoin Simplifier
@Croesus_BTC
Â·
Oct 2","Our new Head of Research, 
@BackslashBTC
 put together a great overview of how #Bitcoin was inspired by and the the direct result of the Austrian school of economics",ğŸš€,7,16,39,"['https://pbs.twimg.com/profile_images/1646559998716289024/sDRrijQ5_mini.jpg', 'https://pbs.twimg.com/media/F7d4iotWwAAFeIL?format=jpg&name=small']",https://twitter.com/Croesus_BTC/status/1708973993913680046,en
Napgone,@napgener,2023-10-02T22:39:59.000Z,"Napgone
@napgener
Â·
Oct 2","Celsius expects to partially repay its creditors by distributing roughly $2 billion in Ethereum and Bitcoin

...before year end. ",ğŸ§¸ ğŸ¯,4,2,22,['https://pbs.twimg.com/profile_images/1631723279676317709/-fjgaR2p_mini.jpg'],https://twitter.com/napgener/status/1708975139147125080,en
stacksfoundation.btc,@StacksOrg,2023-10-02T23:01:00.000Z,"stacksfoundation.btc
@StacksOrg
Â·
Oct 2","How do we add more utility to Bitcoin? 

Bitcoin is the largest cryptocurrency by market cap

Yet $0.5T in BTC capital is waiting to be deployed 

A programmable and productive Bitcoin through L2s is the solution to create apps generating demand for BTC",ğŸ¤” ğŸ˜”,2,5,26,[],https://twitter.com/StacksOrg/status/1708980430337159433,en
Cake Wallet,@cakewallet,2023-10-02T22:30:01.000Z,"Cake Wallet
@cakewallet
Â·
Oct 2","Discover the crypto frontier: Monero's hidden gem - Tail Emission vs. Bitcoin's Fee Market.  Explore the depths of network security #Monero #Cryptocurrency #Bitcoin #NetworkSecurity
THX 
@VOSTOEMISIO
 for producing this educational video!",ğŸš€,,5,11,['https://pbs.twimg.com/card_img/1726948089003388928/QBkiTiKf?format=jpg&name=240x240'],https://twitter.com/cakewallet/status/1708972632756965785,en
